year;county;uniID;statement_headline;statement_german;statement_english;SPD;CDU_CSU;Greens;FDP;AfD;Left;SPD_rationale;CDU_CSU_rationale;Greens_rationale;FDP_rationale;AfD_rationale;Left_rationale
2023;BY;A25;Formulierungen fuer weitere Geschlechter;An bayerischen Schulen sollen Formulierungen genutzt werden duerfen, die neben maennlichen und weiblichen auch weitere Geschlechter abbilden.;At Bavarian schools, formulations are to be used, which, in addition to male and female, also map other genders.;1;0;1;2;0.0;1;Waehrend vier von fuenf Gemeinden in Schleswig-Holstein die Straßenausbaubeitraege abgeschafft haben, werden sie in den anderen Gemeinden noch erhoben. Das ist ungerecht. Wir koennen den Menschen nicht erklaeren, dass sie teilweise tausende Euro fuer die Sanierung von Straßen zahlen muessen, waehrend das im Nachbarort nicht der Fall ist. Damit wird unser Land gespalten.;Wir haben die Pflicht zur Erhebung der Beitraege abgeschafft und geben jaehrlich 68 Millionen Euro fuer kommunale Infrastrukturmaßnahmen an die Kommunen. Damit sind die Kommunen in der finanziellen Lage, auf Straßenausbaubeitraege zu verzichten.;Die Entscheidung zur Erhebung von Straßenausbaubeitraegen treffen die Kommunen. Die Kommunen haben die Moeglichkeit, auf Straßenausbaubeitraege zu verzichten. Wir haben den Kommunen in dieser Wahlperiode ueber den Kommunalen Finanzausgleich einen neuen Vorwegabzug fuer Infrastrukturmaßnahmen in Hoehe von 68 Millionen Euro zur Verfuegung gestellt. Dieses Geld steht den Kommunen fuer Investitionen in Straßen, Wege und Plaetze zur Verfuegung.;Wir haben in einem ersten Schritt dafuer gesorgt, dass die Verpflichtung zur Erhebung von Straßenausbaubeitraegen abgeschafft wurde. In einem zweiten Schritt wollen wir das Kommunalabgabengesetz dahingehend aendern, dass die Straßenausbaubeitraege in Schleswig-Holstein flaechendeckend abgeschafft werden.;Die AfD ist fuer eine Aufhebung der Straßenausbaubeitraege und hat auch entsprechende Antraege eingebracht. Allerdings muss sichergestellt sein, dass die wegfallenden Einnahmen fuer die Kommunen an anderer Stelle ausgeglichen werden.;In Schleswig-Holstein erheben etwa 20 Prozent der Staedte und Gemeinden Straßenausbaubeitraege. Insbesondere finanzschwache Kommunen sind auf sie angewiesen, um ueberhaupt noch Straßen sanieren zu koennen. Die vom Land bezahlten Pauschalen sind viel zu niedrig. Beitraege kaschieren dieses Problem lediglich - sie loesen es nicht.Letztlich muss es eine Daueraufgabe von Bund und Land werden, die finanzielle Handlungsfaehigkeit der Kommunen fuer die Unterhaltung der oeffentlichen Infrastruktur zu sichern.
2023;BY;A26;Konsequente Abschiebung;Der Freistaat soll ausreisepflichtige Auslaenderinnen und Auslaender konsequent abschieben.;The Free State is intended to consistently deport out -to -leave outdoor people.;2;1;2;1;1.0;0;Wir werden nach bayerischem Vorbild Studienplaetze fuer Studienbewerbende reservieren, die kein Spitzenabitur haben und sich zu einer zehnjaehrigen Arbeit als Landaerztinnen verpflichten. Zu unserer Landarztoffensive gehoert auch die Schaffung weiterer Studienplaetze in Humanmedizin.;Eine gute medizinische Versorgung auf dem Land ist ein wichtiger Teil der Daseins-vorsorge. Im Rahmen der vom Land ausgelobten schleswig-holsteinischen Landesstipendien verpflichten sich bereits jetzt schon Studierende, eine gewisse Zeit in Landarztpraxen zu praktizieren. Damit werden Anreize fuer zukuenftige Aerztinnen und Aerzte geschaffen, moeglicherweise auch dauerhaft im laendlichen Raum zu praktizieren;Wir wollen die gesundheitliche Versorgung im ganzen Land sicherstellen. Um die Zukunft von Hausarztpraxen auf dem Land sicherzustellen, die Nachfolgesituation zu entschaerfen und Nachwuchskraefte zu gewinnen, begrueßen wir es, wenn sich Medizinstudierende fuer eine Taetigkeit in den laendlichen Raeumen entscheiden. Das Stipendienprogramm fuer Medizinstudierende in Schleswig-Holstein ist ein positiver Anreiz, um eine Taetigkeit als Aerztin auf dem Land aufzunehmen. Das wollen wir fortsetzen.;Wir sind dafuer, dass die begehrten und teuren Medizinstudienplaetze nicht nur nach Noten, sondern auch nach anderen Kriterien vergeben werden. Eine solche Verpflichtung bei jungen Menschen macht aber wenig Sinn. Wir wollen stattdessen die Bedingungen fuer Landaerztinnen und Landaerzte verbessern und die Allgemeinmedizin im Studium aufwerten.;Ein wichtiges Instrument, um dem Aerztemangel auf dem Land entgegenzuwirken.;Fuer eine bedarfsdeckende gesundheitliche Versorgung auch auf dem Land braucht es in erster Linie neue Strukturen und attraktivere Berufsbedingungen. Regionale Versorgungszentren sind ein Ansatz dafuer. Sie ermoeglichen eine fachuebergreifende Versorgung aus einer Hand und ein multiprofessionelles Arbeiten mit familienfreundlichen Arbeitszeiten.
2023;BY;A27;Ausbau des 5G-Mobilfunknetzes;Das 5G-Mobilfunknetz in Bayern soll schnellstmoeglich ausgebaut werden.;The 5G mobile network in Bavaria is to be expanded as quickly as possible.;1;1;1;1;1.0;1;KiTa-Gebuehren belasten gerade junge Familien stark, die sowieso schon finanziell unter Druck stehen. Der Wegfall der KiTa-Gebuehren bedeutet fuer alle Familien eine sofortige Entlastung der Familienkasse und bessere Bildungschancen. Alle Familien muessen sich den KiTa-Besuch ihrer Kinder leisten koennen und alle Kinder muessen auch einen KiTa-Platz bekommen. Deshalb sind kostenfreie KiTas fuer uns ein Muss.;Wir haben den Beitragsdeckel fuer die Kinderbetreuung im Land eingefuehrt und dabei die Kita-Gebuehren spuerbar gesenkt. Diesen Beitragsdeckel werden wir in den kommenden Jahren weiter absenken und dabei die Betreuungsqualitaet in den Kitas ausbauen. Fuer uns haben die Schaffung neuer Kita-Plaetze, die Ausbildung von mehr Betreuerinnen und Betreuern sowie laengere und passgenaue Betreuungszeiten Vorrang.;Gebuehren duerfen keinen Ausschluss fuer die Inanspruchnahme fruehkindlicher Bildung darstellen. Um Familien finanziell zu entlasten, werden wir die Geschwisterermaeßigung deutlich ausweiten und eine Familienermaeßigung auf den Weg bringen. Zusaetzlich wollen wir die Sozialstaffel weiter verbessern und den Gebuehrendeckel schrittweise senken. Mittelfristig streben wir die Beitragsfreiheit an. Fuer uns hat die Qualitaet der Betreuung Prioritaet, damit alle Kinder gleiche Startchancen bekommen.;Wir haben die Elternbeitraege landesweit gedeckelt, so dass bestimmte Betraege nicht mehr ueberschritten werden duerfen. Das war deshalb so wichtig, da die Vorgaengerregierung die bundesweit hoechsten Elternbeitraege hinterlassen hatte. Unser langfristiges Ziel bleibt die beitragsfreie Kita, aber da uns auch die Qualitaet der Kinderbetreuung sehr wichtig ist, wird dies nur schrittweise zu erreichen sein.;Besserverdiener sollten einen Beitrag leisten.;Alle Krippen- und KiTa-Jahre sollen als Teil eines gebuehrenfreien Bildungssystems fuer die Eltern beitragsfrei sein. Außerdem soll es eine kostenfreie Mahlzeit fuer alle Kinder geben.
2023;BY;A28;Verpflichtendes Vorschuljahr;Fuer alle Kinder in Bayern soll es ein verpflichtendes Vorschuljahr geben.;For all children in Bavaria there should be a mandatory preschool year.;1;0;2;2;0.0;1;Das Land muss seine gesetzgeberischen Kompetenzen auch im Steuerrecht nutzen, um die Kosten fuer die Schaffung von Wohneigentum fuer besondere Zielgruppen zu erleichtern. Eine Reduzierung der Grunderwerbsteuer fuer Familien mit Kindern bei erstmaligem Immobilienerwerb ist deshalb sinnvoll.;Wir wollen gerade jungen Familien das Wohnen in den eigenen vier Waenden ermoeglichen. Dafuer wollen wir Schleswig-Holsteinerinnen und Schleswig-Holsteiner beim Ersterwerb einer eigengenutzten Wohnimmobilie von der Grunderwerbssteuer befreien. Die Grunderwerbssteuer in Schleswig-Holstein ist eine der hoechsten in der Bundesrepublik Deutschland. Wir streben daher auch an, die Grunderwerbssteuer in Schleswig-Holstein auf den Bundesdurchschnitt zu senken.;Wir moechten eine gezielte Eigenheimfoerderung einfuehren, durch die Menschen mit geringem und mittlerem Einkommen beim Kauf oder Neubau einer selbst genutzt Immobilie unterstuetzt werden. Die Einnahmen aus der Grunderwerbssteuer kommen den Kommunen zugute. Fuer diese sind diese Einnahmen wichtig zur Finanzierung ihrer Aufgaben der Daseinsvorsorge.;Eine Entlastung bei der Grunderwerbsteuer ist ueberfaellig. Wir fordern einen Freibetrag fuer den Ersterwerb einer selbstgenutzten Immobilie. Alternativ muss zwingend eine pauschale Absenkung der Grunderwerbsteuer erfolgen. Die steuerliche Erleichterung von Wohneigentum entspannt die Lage auf den Mietwohnungsmaerkten, leistet einen wichtigen Beitrag zur Altersvorsorge und bindet die Menschen staerker ans Land.;Wir fordern die komplette Abschaffung der Grunderwerbsteuer fuer selbstgenutztes Wohneigentum.;Steuersenkungen fuer den Kauf von Wohneigentum helfen vor allem Vermoegenden. Sie sind kein geeigneter Weg zu mehr bezahlbarem Wohnraum. Viele Menschen leiden unter den explodierenden Mieten. Wohnen ist ein Grundrecht und sollte nicht noch staerker fuer Profit und Aktiengewinne genutzt werden. Deswegen wollen wir einen gemeinnuetzigen Wohnungssektor aufbauen und mindestens 50 Prozent des Wohnungsbestands in oeffentliche und gemeinnuetzige Hand bringen.
2023;BY;A29;Senkung der Mehrwertsteuer auf Lebensmittel;Bayern soll sich dafuer einsetzen, dass die Mehrwertsteuer auf Lebensmittel gesenkt wird.;Bavaria is said to be committed to reducing VAT on food.;0;1;1;0;1.0;1;Die Erwerbsarbeit hat zentrale Bedeutung fuer das Bewusstsein und Selbstbewusstsein der Menschen. Sie bedeutet soziale Teilhabe und Integration. Das Vorenthalten der Arbeitserlaubnis von Asylbewerberinnen steht dem im Weg. Wir wollen damit die Moeglichkeit schaffen, dass Asylbewerberinnen fuer ihren eigenen Lebensunterhalt aufkommen koennen.;Neben der Sprache ist die Aufnahme einer Arbeit wichtig, um Integration zu ermoeglichen. Wir werden uns deshalb dafuer einsetzen, dass das Vorweisen eines Arbeitsplatzes eine noch staerkere Rolle fuer die Bleibeperspektive spielt. Die Einfuehrung der Beschaeftigungsduldung war hier der erste Schritt. Wenn Asylbewerberinnen und Asylbewerber eine gute Bleibeperspektive haben, duerfen sie ueblicherweise bereits nach drei Monaten arbeiten.;Der ueberwiegende Teil der nach Deutschland Gefluechteten bleibt erfahrungsgemaeß fuer lange Zeit hier wohnen, auch wenn eine Asylanerkennung nicht unmittelbar erfolgt. Es macht unter diesen Umstaenden ueberhaupt keinen Sinn, diese Menschen vom Arbeitsmarkt fernzuhalten. Denn eine geregelte Arbeit ist einer der wichtigsten Integrationsmotoren und entlastet darueber die Sozialkassen.;Eine schnelle Arbeitsaufnahme halten wir fuer sinnvoll, um die Integration zu erleichtern.;Das wuerde das Asylrecht noch mehr unterlaufen als bisher schon.;Damit die Gesellschaft nicht weiter auseinanderdriftet, muessen alle Menschen die gleichen Rechte haben. Wenn das Zusammenleben auf einem System von Schikanen aufbaut, kann es nicht gelingen. Wir wollen daher, dass alle Menschen, die hier leben, im Rahmen einer Teilhabeagenda rechtlich, politisch und sozial gleichgestellt werden. Der Einschraenkung sozialer Rechte fuer Migrantinnen stellen wir uns entgegen.
2023;BY;A30;Begrenzung der Zahl der Nutztiere;Die Zahl der Nutztiere soll im Verhaeltnis zur landwirtschaftlichen Flaeche eines Betriebes begrenzt werden.;The number of farm animals is to be limited to the agricultural flaech of a company.;1;0;1;0;0.0;1;Fragen der Daseinsvorsorge gehoeren in die oeffentliche Hand. Das gilt auch fuer die Rekommunalisierung von Krankenhaeusern oder das Trinkwasser. Bei diesen lebenswichtigen Grundlagen sollte nicht das maximale Profitstreben im Vordergrund stehen.;Fuer die Bereitstellung solcher Gueter und Dienstleistungen ist nicht die Eigentuemerschaft entscheidend. Die Grundversorgung mit den fuer ein menschliches Dasein notwendigen Guetern und Dienstleistungen obliegt der oeffentlichen Hand. Neben Gas, Strom und Muellabfuhr sind dies insbesondere auch der OePNV, Wasser- und Abwasserversorgung sowie Krankenhaeuser. Dabei koennen und sollen die Kommunen eigestaendig entscheiden, ob sie diese Aufgaben selbst wahrnehmen oder damit einen privaten Dritten beauftragen.;Eine kommunale Grundversorgung in oeffentlicher Hand ist grundsaetzlich erstrebenswert. Wo diese Infrastruktur in oeffentlicher Hand liegt, setzen wir uns fuer den Verbleib ein. Dort, wo sie in privater Hand ist, setzen wir uns fuer klare Regeln fuer eine dauerhafte Sicherung der Infrastruktur ein. An der inzwischen etablierten Struktur sowohl privatwirtschaftlicher Unternehmen als auch oeffentlicher Versorgungsunternehmen wollen wir grundsaetzlich festhalten.;Wir wollen keine Unternehmen verstaatlichen, sondern fuer fairen Wettbewerb im Sinne der Verbraucherinnen und Verbraucher sorgen. Es ist ein Irrglaube, dass der Staat der bessere Unternehmer waere. Die kommunalen Stadtwerke leisten eine wichtige Arbeit, aber auch private Anbieter sind wichtig fuer den Wettbewerb. Fehlender Wettbewerb wuerde zu Lasten der Verbraucherinnen und Verbraucher gehen.;Das muss im Ermessen der Kommunen bleiben, wo demokratisch gewaehlte Gremien darueber entscheiden.;Die Ver- und Entsorgungsdienste sind Teil der oeffentlichen Daseinsvorsorge und sollen deshalb nicht profitorientiert, sondern gemeinnuetzig sein. Dies kann in oeffentlicher oder genossenschaftlicher Form erfolgen. Kommunale und genossenschaftliche Anbieter sollen deshalb gestaerkt und vom Land gefoerdert werden . Das Abstellen von Gas, Strom oder Wasser muss verboten werden.
2023;BY;A31;Traditionelles Familienbild;In bayerischen Schulbuechern soll ausschließlich das traditionelle Familienbild vermittelt werden.;In Bavarian school buildings, exclusively the traditional family picture is to be taught.;0;1;0;0;1.0;0;Wir teilen die Auffassung der UN-Behindertenrechtskonvention. Diese sieht vor, dass ein moeglichst inklusives Bildungssystem die Grundlage fuer Chancengleichheit darstellt. In den meisten Faellen ist eine gemeinsame Beschulung dafuer richtig. In Ausnahmen, wo es fuer die Entwicklung des Kindes besser ist, wollen wir die Entscheidung den Eltern ueberlassen.;Wir stehen fuer gelebte Inklusion in der Schule. Dabei ist uns wichtig, dass jedes Kind, das zusaetzliche Hilfestellung benoetigt, zielgerichtet und individuell gefoerdert wird. Um dies weiterhin zu ermoeglichen, setzen wir uns fuer eine qualitative Staerkung der Inklusion durch zusaetzliches Personal ein. Wir bekennen uns aber auch zum Erhalt von Foerderzentren, damit dort, die bestmoegliche individuelle Foerderung von Schuelerinnen und Schuelern mit Foerderbedarf gewaehrleistet werden kann.;Wir stehen auch weiterhin zum dual-inklusiven Konzept, welches Kindern die Bildungsteilhabe an Regelschulen oder an Foerderzentren ermoeglicht. Wir werden die inklusiv ausgerichteten Strukturen und Lernangebote an Regelschulen durch einen planvollen und abgestimmten Ausbau personell, saechlich und organisatorisch staerken.;Wir befuerworten den Inklusionsgedanken. Eine erfolgreiche Inklusion braucht aber auch eine entsprechende Ausstattung der Schulen - auch mit Personal. Aus diesem Grund haben wir diese gestaerkt und wollen dies auch fortsetzen. Die Foerderzentren leisten wichtige Arbeit und sollen erhalten bleiben und gut ausgestattet sein.;Dieses Thema eignet sich nicht fuer eine Generalisierung. Das Foerderschulsystem in Schleswig-Holstein hat sich bewaehrt. Kinder mit Foerderbedarf sollten es auch weiterhin nutzen koennen. Inklusion muss immer fallweise betrachtet werden - vom Kind aus, von den Eltern und den Lehrern bzw. Schulen.;Die Schulen muessen allen Schuelerinnen offenstehen, natuerlich auch allen Schuelerinnen mit sonderpaedagogischem Foerderbedarf. Alle Schulen muessen entsprechend ausgestattet sein - insbesondere da das Recht auf Inklusion unabhaengig von der Ausstattung der Schulen gilt. Inwieweit noch Foerderzentren benoetigt werden, ist zu pruefen. Eine Zuweisung von Schuelerinnen zu solchen Schulen darf es aber nicht geben.
2023;BY;A32;Radwege an Staatsstraßen;An allen Staatsstraßen in Bayern sollen Radwege gebaut werden.;Cycle paths are to be built on all state roads in Bavaria.;1;1;1;0;0.0;1;Ein starker und handlungsfaehiger Staat steht fuer eine progressive und nachhaltige Finanzpolitik. Ausgeglichene Haushalte sind wichtig. Eine Schuldenbremse ist aber kein Selbstzweck. Sie darf nicht das alleinige Ziel sein. Denn wir haben uns als Gesellschaft viel vorgenommen: Wir wollen den Klimawandel stoppen, die Digitalisierung gestalten, wirtschaftliche Chancen nutzen und so unsere Gesellschaft zusammenhalten. All dies erfordert Investitionen auch durch den Staat.;Schleswig-Holstein ist doppelt verschuldet: Durch Kredite am Kapitalmarkt und durch einen Sanierungsstau an oeffentlichen Gebaeuden und Straßen aufgrund jahrzehntelanger Vernachlaessigung der Instandhaltung. Ueberschuesse im Landeshaushalt werden wir dafuer einsetzen, diese beiden Formen der Verschuldung zurueckzufuehren.;Schulden, die durch die Corona-Krise entstanden sind, muessen vorrangig getilgt werden. Darueber hinaus moechten wir Ueberschuesse fuer Investitionen in Bildung und Klimaschutz verwenden.;Das haben wir so geregelt und das macht auch Sinn, um in der Zukunft mehr Spielraeume zu haben. Wir setzen uns zudem weiterhin dafuer ein, mehr als 10 des Landeshaushaltes in den Erhalt, den Ausbau und die Modernisierung unserer Infrastruktur zu investieren. Ausgabenschwerpunkte muessen Bildung, Wissenschaft und Forschung sowie die Digitalisierung und ein funktionierender Rechtsstaat sein. Spielraeume muessen zudem zur Entlastung der Buergerinnen und Buerger genutzt werden.;Die Foerderschulen erfuellen am besten das von der UN-Behindertenrechtskonvention geforderte Recht auf Teilhabe eines jeden Kindes an Bildung, weil sie in besonderer Weise Kinder foerdern koennen, die einen besonderen Bedarf haben. Damit sind die Foerderschulen ein Teil der deutschen Schullandschaft, in die jeder Schueler inkludiert werden kann. Der Besuch einer Foerderschule ist also keine Diskriminierung, sondern eine wichtige Voraussetzung, um ein diskriminierungsfreies Leben fuehren zu koennen.;Ueberschuesse sollen verwendet werden, um marode Schulen zu sanieren und zu digitalisieren, um den OePNV insbesondere in der Flaeche auszubauen und um die Arbeitsbedingungen in Krankenhaeusern und Pflegeeinrichtungen, beispielsweise durch mehr Personal, zu verbessern.
2023;BY;A33;Ausbildungsplatzverguetung;Der Freistaat soll bei rein schulischen Berufsausbildungen eine Ausbildungsplatzverguetung zahlen.;The Free State is intended to pay a training places in purely school vocational training.;1;0;1;0;1.0;1;Antiziganismus hat in unserer Gesellschaft so wenig einen Platz wie jede andere Form gruppenbezogener Diskriminierung und Menschenfeindlichkeit. So werden wir pruefen, inwiefern wir ein landesweites Monitoring fuer antiziganistische Vorfaelle einfuehren koennen. Darueber hinaus muessen wir auch an dieser Stelle eine Betroffenenberatung sicherstellen und fuer mehr praeventive Arbeit einstehen. Außerdem setzen wir uns fuer eine Umsetzung der aktualisierten EU-Roma-Strategie in Schleswig-Holstein ein.;Die Diskriminierung dieser Minderheit existiert leider schon seit Jahrhunderten. Umso wichtiger ist es, dass diese weiterhin thematisiert wird und Projekte gegen die Diskriminierung von Sinti und Roma weiterhin gefoerdert und gestaerkt werden. Die Aufarbeitung der Geschichte ist ein zentraler Baustein dabei, der Diskriminierung der Sinti und Roma entgegenzutreten. Dafuer setzen wir uns ein.;Die Minderheit der Sinti und Roma leidet nach wie vor unter starker gesellschaftlicher Diskriminierung. Dagegen wollen wir gemeinsam mit den Vertretungen und zivilgesellschaftlichen Buendnissen kaempfen.;Die FDP setzt sich gegen Form von Diskriminierung ein. Wir halten die sozialen und kulturellen Angebote des Landesverbands Schleswig-Holstein des Verbands Deutscher Sinti und Roma als Teil der Taetigkeiten der Landesgeschaeftsstelle fuer einen wichtigen Beitrag zur Integration und zur Teilhabe dieser Minderheit und bekennen uns zu der bestehenden institutionellen Foerderung. Wir werden das bewaehrte System der Bildungsberaterinnen und -berater weiterhin unterstuetzen.;Die Foerderung scheint angesichts der geringen Fallzahlen ausreichend zu sein.;Sinti und Roma leiden auch in unserem Land seit Jahrhunderten unter sozialer Ausgrenzung und Diskriminierung. DIE LINKE setzt sich dafuer ein, sie zu schuetzen und zu foerdern. Dazu gehoeren die Fortsetzung der Aufarbeitung der Verfolgungsgeschichte waehrend der NS-Zeit und zur Staerkung der Teilhabe heute. Wir wollen ihren gesellschaftlichen Beitrag umfassender vermitteln und die Empfehlungen der unabhaengigen Expertenkommission Antiziganismus schnell umsetzen.
2023;BY;A34;Besuch von NS-Gedenkstaetten;Der Besuch von Gedenkstaetten, die an Verbrechen des Nationalsozialismus erinnern, soll weiterhin verpflichtend fuer alle Schuelerinnen und Schueler sein.;The visit of commemorative staets that are reminiscent of crimes of National Socialism should continue to be mandatory for all Schueler.;1;1;1;1;0.0;1;Wir unterstuetzen alle Bemuehungen, die dafuer sorgen, dass es zu mehr Abschluessen von Tarifvertraegen kommt. Tarifvertraege sorgen durchschnittlich fuer hoehere Loehne und eine hoehere Arbeitszufriedenheit. Insbesondere Pflegekraefte sollten davon profitieren. Gerade in der Corona-Pandemie hat ihre Arbeit uns erneut vor Augen gefuehrt, wie wichtig sie fuer unsere Gesellschaft ist. Wir streben daher allgemeinverbindliche Tarifvertraege im Gesundheits- und Sozialwesen an.;Mit dem Pflegeberufegesetz hat die vorige Bundesregierung die zuvor in Altenpflege und Krankenpflege getrennte Pflegeausbildung zusammengefuehrt. Die Ausbildung ist nun in den ersten zwei von insgesamt drei Ausbildungsjahren generalistisch ausgerichtet. Vor diesem Hintergrund ist eine einheitliche Bezahlung aller so ausgebildeten Pflegekraefte naheliegend. Wir wollen eine Angleichung der Loehne im Bereich der Pflege erreichen.;Die Arbeitsbedingungen in der Pflege muessen verbessert werden. Dazu gehoert auch ein einheitlicher Tariflohn, welcher flaechendeckend gezahlt wird.;Wir sind nicht der Meinung, dass alle Pflegekraefte nach einem einheitlichen Tariflohn bezahlt werden sollen. Das waere ein sehr harter Eingriff in die Tarifautonomie. Klar ist, dass sich die Arbeitsbedingungen und damit auch die Bezahlung der Pflegekraefte verbessern muss. Die Verguetung durch die Pflegekassen muss hier aehnlich wie im Krankenhausentgeltrecht die Kosten fuer das tatsaechlich eingesetzte Personal uebernehmen.;Nach wie vor wird die meiste Pflegearbeit zuhause geleistet. Pflegende Angehoerige stellen mit 75 Prozent den groeßten Pflegedienst Deutschlands dar. Dadurch entlasten sie nicht nur den Markt fuer Pflegefachkraefte, sondern ersparen Staat und Pflegeversicherungen sehr viel Geld. Wir moechten daher das Pflegegeld bei haeuslicher Pflege durch Angehoerige an die Pflegesachleistungen der Pflegedienste angleichen.;Die Arbeit in der Pflege muss gesellschaftlich hoeher wertgeschaetzt werden. Dazu gehoert auch eine bessere Entlohnung. Grundlage dafuer muss ein allgemeinverbindlicher Flaechentarifvertrag sein, der sich mindestens auf dem Niveau der Tarifvertraege des Oeffentlichen Dienstes bewegt und auch fuer private und kirchliche Traeger wie Caritas und Diakonie gilt. Das Land soll sich fuer den Abschluss solche eines Tarifvertrages und seine Allgemeinverbindlichkeit einsetzen.
2023;BY;A35;Leistungskuerzungen beim Buergergeld;Empfaengerinnen und Empfaengern von Buergergeld sollen weiterhin die Leistungen gekuerzt werden koennen, wenn sie Jobangebote ablehnen.;Recommendations from Buergergeld should continue to be able to be teased if they reject job offers.;1;1;2;1;1.0;0;Die Moeglichkeit bezahlbaren Wohnraum zu finden, ist eine Frage des sozialen Zusammenhalts. Dieses Problem ist mittlerweile in breiten Bevoelkerungsschichten spuerbar. Steigende Mieten werden zunehmend auch fuer Menschen mit mittleren Einkommen zur Belastung. Damit wir fuer eine kurzfristige Entspannung auf dem Wohnungsmarkt sorgen, werden wir die Mietpreisbremse in Schleswig-Holstein wiedereinfuehren.;Die Mietpreisbremse ist eine Investitionsbremse fuer den Bau neuer Wohnungen. Die Erfahrung zeigt zudem, dass die Mietpreisbremse das Versprechen vom bezahlbaren Wohnen nicht eingeloest und den Anstieg der Mieten nicht gestoppt hat. Deswegen setzen wir auf gezielte Instrumente, die nachweislich bezahlbaren Wohnraum schaffen, wie die Ausweitung der sozialen Wohnraumfoerderung und eine signifikante Erhoehung des Wohngeldes.;Die Preise fuer Mietwohnungen und Wohneigentum steigen bundesweit an. Fuer uns als GRUeNE ist klar: Wohnen muss fuer alle bezahlbar sein. Daher setzen wir uns dafuer ein, bezahlbaren Wohnraum in Schleswig-Holstein langfristig zu sichern und werden den teilweise sehr hohen Mieten durch die Wiedereinfuehrung der Mietpreisbremse und der Kappungsgrenzenverordnung entgegenwirken.;Bezahlbares Wohnen ist fuer uns sehr wichtig. Wir haben die Mietpreisbremse jedoch abgeschafft, da sie in einem Bundesland wie Schleswig-Holstein kontraproduktiv ist. Stattdessen haben wir u.a. durch Aenderungen im Landesentwicklungsplan und in der Landesbauordnung mehr Neubau ermoeglicht. Dies ist der richtige Weg, um die Mieten relativ stabil zu halten.;Hat sich in der Praxis nicht bewaehrt. Solche staatlichen Ueberregulierungen im Immobilienmarkt lehnen wir prinzipiell ab.;Unsere Staedte und Gemeinden sollen ein Zuhause und Lebensraum fuer Menschen sein, kein Erpressungswerkzeug in den Haenden von Maklern und Immobilienlobby. Die bisherige Landesregierung hat die Mietpreisbremse abgeschafft. Wir wollen sie wieder einsetzen - und besser machen. Das heißt: Mietendeckel im gesamten Bundesgebiet moeglich machen um die Explosion der Mieten nachhaltig zu stoppen und stark ueberhoehte Mieten wieder zu senken.
2023;BY;A36;Verringerung des Abstands von Windraedern;Der Mindestabstand von Windraedern zu Wohnbebauungen soll verringert werden.;The minimum distance from Windraeders to residential buildings is to be reduced.;1;0;1;1;0.0;1;Wir begrueßen es, wenn sich Schuelerinnen und Lehrkraefte kritisch mit Kommunikation auseinandersetzen. Die Verwendung einer gendergerechten Sprache ist kein Beleg fuer schlechte Rechtschreibkompetenz, sondern Nachweis eines Bewusstseins fuer Vielfalt. Dementsprechend sollte sie nicht als Fehler bewertet werden. Wir werden den Schulen keine Vorgaben zum Gendern machen.;Die in Schule vermittelte Grammatik und Rechtschreibung muss den Vorgaben des Rates fuer deutsche Rechtschreibung entsprechen. Geschlechtergerechte Schreibung darf dabei im Interesse der Lernbarkeit nicht das Erlernen der geschriebenen deutschen Sprache erschweren.;Zum Bildungsauftrag der Schule gehoert auch das Kennenlernen und die Akzeptanz von Vielfalt in der Gesellschaft. Wir werden uns dafuer einsetzen, dass Schuelerinnen wieder ohne Nachteile gendersensible Sprache verwenden koennen, wenn sie dies moechten.;Wir halten es fuer sinnvoll, dass es in den Schulen eine einheitliche Schreibweise gibt, es sollte jedoch vermittelt werden, dass es auch andere Identitaeten gibt.;Es geht hier um die Verbindlichkeit der deutschen Rechtschreibung, die fuer alle gelten soll. Eine Aufladung mit Satz- oder Sonderzeichen ist unschoen, unpraktikabel und ueberlaedt die Sprache mit politisch aufgenoetigten Fremdkoerpern. Sprache entwickelt sich organisch und sollte nicht von politischen Gruppen verformt werden. Dies ist ein typisches Zeichen fuer Zwangsherrschaft .;Die Vielfalt der Geschlechter soll auch im schulischen Schrift- und Sprachgebrauch sichtbar werden.
